,Duration,Total_Stops,Price,Day_of_Journey,Month_of_Journey,Dep_Hour,Dep_Minute,Arrival_Hour,Arrival_Minute,Airline_Air India,Airline_GoAir,Airline_IndiGo,Airline_Jet Airways,Airline_Jet Airways Business,Airline_Multiple carriers,Airline_Multiple carriers Premium economy,Airline_SpiceJet,Airline_Trujet,Airline_Vistara,Airline_Vistara Premium economy,Source_Chennai,Source_Delhi,Source_Kolkata,Source_Mumbai,Destination_Cochin,Destination_Delhi,Destination_Hyderabad,Destination_Kolkata,Destination_New Delhi
6325,535,1.0,8213,6,3,10,25,19,20,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
6326,720,1.0,12192,6,6,7,0,19,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
6327,555,1.0,14848,3,6,10,0,19,15,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
6328,155,0.0,4148,21,3,15,10,17,45,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6329,960,1.0,10844,6,6,20,0,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6330,1660,1.0,10844,18,5,18,55,22,35,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6331,390,1.0,6795,24,6,19,0,1,30,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
6332,730,1.0,14781,15,5,16,30,4,40,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6333,315,1.0,6582,27,6,7,15,12,30,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
6334,170,0.0,3919,24,4,9,30,12,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
6335,765,1.0,9646,27,6,9,45,22,30,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
6336,485,1.0,7744,1,3,15,35,23,40,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
6337,1615,2.0,11733,6,6,9,40,12,35,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
6338,1165,1.0,10262,15,6,9,0,4,25,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
6339,390,1.0,17524,12,3,5,45,12,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6340,85,0.0,3603,9,3,22,45,0,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
6341,705,1.0,7564,18,5,7,30,19,15,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
6342,640,1.0,7005,9,6,10,20,21,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
6343,985,1.0,14871,3,3,9,10,1,35,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
6344,170,0.0,4282,18,4,4,55,7,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6345,810,2.0,15129,27,5,23,5,12,35,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
6346,340,1.0,6752,24,6,16,45,22,25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
6347,230,0.0,6094,21,5,14,5,17,55,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
6348,90,0.0,3175,1,5,16,55,18,25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
6349,630,1.0,8266,27,6,8,45,19,15,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
6350,165,0.0,6722,12,4,20,55,23,40,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6351,155,0.0,3873,24,6,6,55,9,30,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
6352,90,0.0,2575,3,4,13,55,15,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
6353,755,1.0,7787,21,5,6,40,19,15,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
6354,345,1.0,9257,3,3,2,0,7,45,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
6355,185,0.0,4030,12,5,18,55,22,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6356,175,0.0,4991,3,5,21,10,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
6357,350,1.0,9861,21,3,7,30,13,20,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
6358,285,1.0,10406,15,3,16,50,21,35,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6359,175,0.0,7229,9,6,15,15,18,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6360,735,1.0,7670,15,5,8,45,21,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
6361,505,2.0,14300,24,6,20,0,4,25,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
6362,1655,1.0,8452,15,5,7,10,10,45,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
6363,150,0.0,3873,6,4,14,55,17,25,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
6364,520,1.0,6853,9,6,8,35,17,15,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
6365,175,0.0,7229,6,4,11,10,14,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6366,180,0.0,7229,15,4,19,50,22,50,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6367,1040,1.0,14714,3,6,19,15,12,35,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
6368,155,0.0,4804,12,6,17,15,19,50,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6369,295,1.0,11465,9,5,9,20,14,15,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6370,170,0.0,4591,21,4,23,30,2,20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6371,975,1.0,6628,9,6,9,15,1,30,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
6372,345,1.0,8025,6,3,2,0,7,45,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
6373,470,1.0,6152,12,6,7,55,15,45,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
6374,170,0.0,3943,3,4,10,10,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6375,1655,1.0,9187,6,6,7,10,10,45,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
6376,865,1.0,9187,21,5,20,20,10,45,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
6377,1665,2.0,15164,1,5,10,0,13,45,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6378,385,1.0,10276,6,3,9,45,16,10,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
6379,910,1.0,12192,1,6,3,50,19,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
6380,215,1.0,5554,24,3,19,55,23,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6381,735,1.0,6377,27,3,7,0,19,15,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
6382,305,1.0,6232,21,3,20,30,1,35,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
6383,295,1.0,6496,9,5,5,10,10,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
6384,185,0.0,4823,24,6,18,15,21,20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6385,220,1.0,6116,6,6,19,35,23,15,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6386,1335,1.0,7757,9,5,20,0,18,15,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6387,630,1.0,8266,21,5,8,45,19,15,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
6388,155,0.0,3873,21,5,6,55,9,30,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
6389,775,1.0,11841,15,5,21,10,10,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6390,155,0.0,4804,24,5,15,30,18,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6391,170,0.0,3943,1,6,10,10,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6392,465,1.0,15898,27,5,11,30,19,15,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
6393,1685,1.0,14151,15,5,17,0,21,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6394,745,1.0,10577,9,6,16,0,4,25,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
6395,165,0.0,4441,3,4,6,10,8,55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6396,1505,1.0,5177,6,4,11,30,12,35,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
6397,155,0.0,4460,1,4,20,45,23,20,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6398,780,1.0,13727,18,5,8,0,21,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
6399,1235,1.0,14714,3,6,16,0,12,35,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
6400,1295,2.0,10588,6,6,21,25,19,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
6401,590,1.0,7438,21,3,9,0,18,50,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
6402,765,1.0,12677,6,3,20,40,9,25,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
6403,1485,1.0,14714,6,6,18,15,19,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
6404,90,0.0,2754,24,6,12,0,13,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
6405,825,2.0,6494,21,3,7,35,21,20,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
6406,260,1.0,5607,15,3,16,15,20,35,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6407,1350,1.0,25735,1,3,22,50,21,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6408,175,0.0,4823,3,5,7,10,10,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6409,80,0.0,2050,21,3,21,5,22,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
6410,865,1.0,12127,12,3,8,50,23,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6411,435,1.0,13377,12,6,18,15,1,30,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
6412,180,0.0,7229,6,5,19,50,22,50,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6413,190,0.0,6216,24,4,6,0,9,10,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
6414,185,0.0,8456,9,6,18,5,21,10,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
6415,1045,2.0,15129,18,5,19,10,12,35,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
6416,885,1.0,13817,12,3,16,55,7,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6417,370,1.0,6296,6,5,7,25,13,35,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
6418,150,0.0,5170,21,3,14,15,16,45,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6419,175,0.0,3919,24,5,21,10,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
6420,175,0.0,4823,3,4,7,10,10,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6421,1105,1.0,10262,24,6,10,0,4,25,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
6422,1350,2.0,13882,9,6,14,5,12,35,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
6423,480,1.0,13587,6,6,13,0,21,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
6424,1685,1.0,11848,9,3,0,20,4,25,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
6425,825,1.0,11678,6,3,10,0,23,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
6426,175,0.0,4823,18,5,18,25,21,20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6427,175,0.0,3919,15,4,21,10,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
6428,140,0.0,11982,12,6,17,45,20,5,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
6429,505,1.0,10703,1,5,9,35,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6430,1720,1.0,10844,18,5,18,55,23,35,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6431,1495,1.0,10844,15,5,18,55,19,50,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6432,90,0.0,3175,27,6,16,55,18,25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
6433,675,1.0,9929,1,6,8,0,19,15,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
6434,305,1.0,19225,6,3,14,5,19,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6435,90,0.0,2017,24,5,5,45,7,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
6436,1475,1.0,7832,21,3,11,40,12,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6437,1610,1.0,9663,1,5,6,30,9,20,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6438,560,1.0,7005,9,6,11,40,21,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
6439,90,0.0,3175,12,5,2,35,4,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
6440,1485,1.0,5006,1,4,14,35,15,20,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6441,630,1.0,9526,15,6,8,45,19,15,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
6442,810,2.0,13292,6,6,5,30,19,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
6443,345,1.0,6058,9,5,21,50,3,35,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
6444,1585,3.0,10493,24,6,5,15,7,40,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
6445,365,1.0,10844,9,6,16,30,22,35,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6446,690,1.0,10953,1,4,9,35,21,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6447,960,1.0,10844,21,5,20,0,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6448,800,1.0,10539,6,6,20,25,9,45,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6449,1375,2.0,13292,15,6,5,30,4,25,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
6450,190,0.0,6741,18,5,6,0,9,10,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
6451,800,1.0,14571,6,6,20,0,9,20,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6452,590,1.0,14781,9,5,8,25,18,15,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6453,90,0.0,3838,18,5,16,55,18,25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
6454,230,0.0,5201,18,6,14,5,17,55,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
6455,470,1.0,8759,9,6,7,55,15,45,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
6456,355,1.0,6195,24,4,7,0,12,55,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
6457,75,0.0,3100,15,3,19,30,20,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
6458,295,1.0,5975,18,5,17,55,22,50,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
6459,570,1.0,10844,9,6,14,5,23,35,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6460,450,1.0,16079,27,5,20,55,4,25,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
6461,135,0.0,3543,27,5,8,20,10,35,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
6462,150,0.0,3841,3,5,17,10,19,40,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
6463,1040,1.0,10262,15,6,19,15,12,35,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
6464,840,1.0,12692,12,6,9,35,23,35,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6465,140,0.0,3850,1,6,7,55,10,15,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
6466,1225,1.0,12373,18,5,8,0,4,25,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
6467,90,0.0,3100,21,3,13,55,15,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
6468,165,0.0,4878,18,5,19,30,22,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
6469,1430,2.0,15129,9,5,19,10,19,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
6470,725,1.0,9845,21,3,8,55,21,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
6471,165,0.0,4077,1,5,1,30,4,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6472,690,1.0,9315,21,5,7,30,19,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
6473,570,1.0,14781,9,5,14,5,23,35,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6474,5,2.0,17327,6,3,16,50,16,55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
6475,170,0.0,9481,9,3,17,0,19,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6476,2315,2.0,8938,27,3,5,10,19,45,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
6477,330,1.0,14388,9,5,6,30,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6478,1590,1.0,5704,21,3,20,30,23,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
6479,175,0.0,3898,9,6,7,45,10,40,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6480,90,0.0,5678,27,3,2,55,4,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
6481,265,1.0,6937,9,3,7,35,12,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
6482,85,0.0,2754,21,3,19,5,20,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
6483,85,0.0,2647,15,3,22,45,0,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
6484,240,1.0,4226,21,5,6,20,10,20,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6485,175,0.0,4239,18,5,7,45,10,40,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6486,305,1.0,9165,27,6,23,30,4,35,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
6487,160,0.0,18308,1,3,19,55,22,35,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6488,505,1.0,14486,21,3,7,5,15,30,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
6489,170,0.0,4282,9,4,4,55,7,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6490,780,1.0,13587,27,6,8,0,21,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
6491,570,1.0,13587,3,6,11,30,21,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
6492,1225,1.0,6645,27,3,8,0,4,25,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
6493,160,0.0,4423,15,4,5,55,8,35,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
6494,1800,2.0,11518,18,3,17,25,23,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6495,890,1.0,13759,24,3,13,55,4,45,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6496,160,0.0,3625,18,6,5,55,8,35,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
6497,170,0.0,4148,15,3,5,30,8,20,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6498,155,0.0,5613,24,4,17,0,19,35,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
6499,1440,2.0,14298,6,5,10,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6500,800,1.0,7832,21,3,8,0,21,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6501,575,1.0,6442,21,5,8,35,18,10,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
6502,85,0.0,5678,1,4,2,55,4,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
6503,585,1.0,7064,1,4,18,55,4,40,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6504,1005,1.0,14151,18,5,17,0,9,45,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6505,165,0.0,3419,24,6,20,55,23,40,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6506,660,1.0,15554,9,3,17,25,4,25,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
6507,495,1.0,13859,18,3,0,30,8,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6508,140,0.0,3847,15,3,22,20,0,40,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
6509,265,1.0,7657,9,3,15,50,20,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6510,1475,2.0,13547,9,5,7,5,7,40,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
6511,180,0.0,7229,27,5,7,10,10,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6512,1300,2.0,13376,15,6,6,45,4,25,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
6513,95,0.0,2227,18,6,20,5,21,40,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
6514,160,0.0,3971,21,6,5,55,8,35,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
6515,975,1.0,6628,27,6,9,15,1,30,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
6516,775,1.0,13584,6,5,21,10,10,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6517,160,0.0,4148,21,3,6,55,9,35,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
6518,705,1.0,14571,9,6,6,30,18,15,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6519,140,0.0,3841,21,5,22,20,0,40,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
6520,165,0.0,5198,12,4,6,0,8,45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6521,170,0.0,3383,24,4,4,55,7,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6522,195,0.0,7202,6,6,11,0,14,15,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
6523,195,0.0,5021,3,4,21,5,0,20,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
6524,165,0.0,4239,3,5,20,55,23,40,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6525,1025,2.0,15129,27,5,19,30,12,35,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
6526,160,0.0,21520,1,3,7,0,9,40,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6527,195,0.0,7673,3,3,5,35,8,50,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
6528,170,0.0,4823,18,6,20,0,22,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6529,715,1.0,15190,1,6,7,5,19,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
6530,850,1.0,14781,18,5,8,25,22,35,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6531,155,0.0,4804,18,5,15,30,18,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6532,1415,1.0,10262,1,6,13,0,12,35,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
6533,705,1.0,7503,15,5,9,15,21,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
6534,175,0.0,8016,15,6,11,10,14,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6535,90,0.0,4049,9,6,6,25,7,55,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
6536,425,1.0,12389,3,3,5,50,12,55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6537,140,0.0,3597,12,5,17,45,20,5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
