,Airline,Source,Destination,Duration,Total_Stops,Price,Day_of_Journey,Month_of_Journey,Dep_Hour,Dep_Minute,Arrival_Hour,Arrival_Minute
5968,Air India,Mumbai,Hyderabad,1840,2.0,13253,6,3,12,45,19,25
5969,Jet Airways,Kolkata,Banglore,800,1.0,13941,12,5,6,30,19,50
5970,IndiGo,Kolkata,Banglore,155,0.0,4488,1,4,20,20,22,55
5971,SpiceJet,Kolkata,Banglore,155,0.0,3841,3,6,6,55,9,30
5972,Multiple carriers,Delhi,Cochin,470,1.0,7575,15,5,11,25,19,15
5973,Air India,Delhi,Cochin,1595,2.0,9968,27,5,16,40,19,15
5974,Jet Airways,Delhi,Cochin,1775,2.0,15129,9,5,13,25,19,0
5975,IndiGo,Kolkata,Banglore,330,1.0,4864,6,5,7,10,12,40
5976,Air India,Delhi,Cochin,965,1.0,7480,3,6,17,20,9,25
5977,Multiple carriers,Delhi,Cochin,710,1.0,15867,6,3,7,0,18,50
5978,Jet Airways,Kolkata,Banglore,750,1.0,13067,21,5,9,35,22,5
5979,Air India,Kolkata,Banglore,905,1.0,8366,9,5,16,50,7,55
5980,Air India,Delhi,Cochin,1820,2.0,21571,3,3,12,55,19,15
5981,Air Asia,Banglore,Delhi,170,0.0,4282,12,5,4,55,7,45
5982,Air India,Delhi,Cochin,1580,2.0,13591,9,5,16,55,19,15
5983,Vistara,Kolkata,Banglore,1625,1.0,7927,1,4,20,20,23,25
5984,Jet Airways,Delhi,Cochin,1680,1.0,14714,3,6,15,0,19,0
5985,Jet Airways,Banglore,New Delhi,1275,1.0,11087,12,3,18,55,16,10
5986,Air India,Delhi,Cochin,1660,1.0,28322,1,3,4,0,7,40
5987,Jet Airways,Kolkata,Banglore,1570,1.0,9314,1,5,17,0,19,10
5988,IndiGo,Delhi,Cochin,290,1.0,7060,9,6,15,10,20,0
5989,IndiGo,Chennai,Kolkata,145,0.0,7900,1,3,11,35,14,0
5990,Jet Airways,Mumbai,Hyderabad,85,0.0,5678,24,6,2,55,4,20
5991,IndiGo,Kolkata,Banglore,275,1.0,4860,24,4,19,35,0,10
5992,SpiceJet,Mumbai,Hyderabad,90,0.0,2017,1,5,5,45,7,15
5993,IndiGo,Kolkata,Banglore,290,1.0,5069,12,6,8,10,13,0
5994,Vistara,Kolkata,Banglore,1655,1.0,9397,9,6,7,10,10,45
5995,IndiGo,Delhi,Cochin,300,1.0,5073,6,4,10,35,15,35
5996,Air India,Kolkata,Banglore,1040,3.0,15145,24,3,5,55,23,15
5997,Multiple carriers,Delhi,Cochin,600,1.0,8099,24,6,9,15,19,15
5998,Air India,Banglore,New Delhi,480,1.0,14594,6,3,11,50,19,50
5999,IndiGo,Delhi,Cochin,185,0.0,4729,27,3,14,30,17,35
6000,IndiGo,Kolkata,Banglore,155,0.0,4804,21,5,22,15,0,50
6001,Jet Airways,Delhi,Cochin,440,2.0,19644,27,5,11,40,19,0
6002,Air India,Delhi,Cochin,1410,2.0,8656,27,3,19,45,19,15
6003,Jet Airways,Delhi,Cochin,1615,2.0,13014,9,6,9,40,12,35
6004,IndiGo,Delhi,Cochin,570,1.0,6442,27,3,6,40,16,10
6005,Jet Airways,Delhi,Cochin,1415,1.0,12373,9,5,13,0,12,35
6006,Jet Airways,Kolkata,Banglore,1730,1.0,10539,6,6,9,35,14,25
6007,Jet Airways,Kolkata,Banglore,800,1.0,10844,21,5,20,0,9,20
6008,Vistara,Kolkata,Banglore,965,1.0,8452,6,6,17,0,9,5
6009,IndiGo,Delhi,Cochin,835,1.0,7144,18,5,8,35,22,30
6010,SpiceJet,Banglore,New Delhi,170,0.0,5126,9,3,20,30,23,20
6011,Multiple carriers,Delhi,Cochin,390,1.0,6795,12,6,19,0,1,30
6012,Jet Airways,Kolkata,Banglore,775,1.0,8586,12,5,21,10,10,5
6013,SpiceJet,Kolkata,Banglore,145,0.0,4439,18,5,9,0,11,25
6014,SpiceJet,Banglore,New Delhi,175,0.0,6205,15,3,9,35,12,30
6015,IndiGo,Banglore,Delhi,175,0.0,4284,6,5,0,30,3,25
6016,Jet Airways,Kolkata,Banglore,425,1.0,14571,6,6,16,30,23,35
6017,Air Asia,Kolkata,Banglore,150,0.0,3807,6,4,19,55,22,25
6018,SpiceJet,Kolkata,Banglore,160,0.0,3850,6,3,6,55,9,35
6019,SpiceJet,Kolkata,Banglore,435,1.0,8479,18,5,11,35,18,50
6020,Multiple carriers,Delhi,Cochin,720,1.0,8073,18,5,9,0,21,0
6021,IndiGo,Banglore,Delhi,170,0.0,3943,1,6,13,0,15,50
6022,IndiGo,Chennai,Kolkata,145,0.0,4332,9,5,11,35,14,0
6023,SpiceJet,Kolkata,Banglore,150,0.0,4174,27,4,17,10,19,40
6024,Air India,Banglore,New Delhi,1265,1.0,14594,1,3,11,50,8,55
6025,Jet Airways,Delhi,Cochin,810,2.0,11507,3,6,5,30,19,0
6026,Multiple carriers,Delhi,Cochin,920,1.0,6093,15,6,7,10,22,30
6027,IndiGo,Banglore,New Delhi,175,0.0,8033,24,3,18,25,21,20
6028,IndiGo,Banglore,Delhi,180,0.0,4823,27,6,16,55,19,55
6029,Jet Airways,Delhi,Cochin,910,2.0,13292,3,6,21,25,12,35
6030,Multiple carriers,Delhi,Cochin,455,1.0,9526,15,6,11,40,19,15
6031,SpiceJet,Kolkata,Banglore,140,0.0,3815,21,3,22,20,0,40
6032,IndiGo,Chennai,Kolkata,140,0.0,3597,27,6,13,15,15,35
6033,Jet Airways,Delhi,Cochin,830,2.0,13376,15,6,14,35,4,25
6034,SpiceJet,Mumbai,Hyderabad,90,0.0,2017,9,5,5,45,7,15
6035,Air India,Kolkata,Banglore,955,2.0,11853,24,3,9,25,1,20
6036,Jet Airways,Delhi,Cochin,360,1.0,10262,12,6,13,0,19,0
6037,SpiceJet,Chennai,Kolkata,155,0.0,3859,24,3,9,30,12,5
6038,Air India,Kolkata,Banglore,1345,2.0,12744,9,6,7,0,5,25
6039,Multiple carriers,Delhi,Cochin,460,2.0,18485,1,6,17,50,1,30
6040,Air India,Kolkata,Banglore,1385,2.0,13227,6,5,9,50,8,55
6041,IndiGo,Chennai,Kolkata,140,0.0,3597,21,6,19,35,21,55
6042,IndiGo,Kolkata,Banglore,150,0.0,4804,12,5,15,15,17,45
6043,IndiGo,Banglore,Delhi,165,0.0,4423,15,6,6,5,8,50
6044,Jet Airways,Delhi,Cochin,1295,1.0,10262,9,6,15,0,12,35
6045,SpiceJet,Chennai,Kolkata,135,0.0,3543,6,5,9,45,12,0
6046,IndiGo,Kolkata,Banglore,160,0.0,4174,12,4,21,25,0,5
6047,SpiceJet,Delhi,Cochin,375,1.0,7084,9,3,16,35,22,50
6048,Air India,Kolkata,Banglore,1385,2.0,14960,15,5,9,50,8,55
6049,Jet Airways,Kolkata,Banglore,590,1.0,13339,24,3,6,30,16,20
6050,Jet Airways,Banglore,Delhi,180,0.0,7229,12,4,8,20,11,20
6051,IndiGo,Delhi,Cochin,665,1.0,6818,18,5,5,5,16,10
6052,Jet Airways,Delhi,Cochin,1300,2.0,13376,6,6,6,45,4,25
6053,IndiGo,Delhi,Cochin,630,1.0,6316,9,6,15,0,1,30
6054,Air India,Delhi,Cochin,185,0.0,5201,18,6,18,5,21,10
6055,IndiGo,Delhi,Cochin,305,1.0,10958,18,5,23,30,4,35
6056,IndiGo,Chennai,Kolkata,145,0.0,3858,21,6,11,35,14,0
6057,Jet Airways,Delhi,Cochin,360,1.0,10262,9,6,13,0,19,0
6058,Air India,Kolkata,Banglore,245,1.0,8996,24,5,9,10,13,15
6059,Jet Airways,Delhi,Cochin,2315,2.0,8098,27,3,5,10,19,45
6060,SpiceJet,Chennai,Kolkata,135,0.0,3543,1,5,8,20,10,35
6061,Multiple carriers,Delhi,Cochin,690,1.0,10529,24,5,7,30,19,0
6062,Jet Airways,Delhi,Cochin,995,1.0,7438,21,3,2,15,18,50
6063,Jet Airways,Delhi,Cochin,865,1.0,12373,9,5,14,0,4,25
6064,IndiGo,Banglore,Delhi,175,0.0,4823,27,5,7,10,10,5
6065,Jet Airways,Banglore,Delhi,180,0.0,5769,21,6,8,20,11,20
6066,Multiple carriers,Delhi,Cochin,380,1.0,9042,21,3,7,0,13,20
6067,Air India,Delhi,Cochin,965,1.0,4697,6,4,17,20,9,25
6068,Jet Airways,Kolkata,Banglore,345,1.0,10844,9,5,14,5,19,50
6069,Air Asia,Banglore,Delhi,170,0.0,8420,9,6,4,55,7,45
6070,Multiple carriers,Delhi,Cochin,540,1.0,7563,6,3,7,10,16,10
6071,Air India,Delhi,Cochin,765,1.0,7480,15,5,20,40,9,25
6072,Jet Airways,Banglore,Delhi,175,0.0,4030,6,5,11,10,14,5
6073,Multiple carriers,Delhi,Cochin,920,1.0,6513,12,6,7,10,22,30
6074,Jet Airways,Kolkata,Banglore,435,1.0,8355,9,6,10,20,17,35
6075,Multiple carriers,Delhi,Cochin,625,2.0,16655,21,5,15,5,1,30
6076,Jet Airways,Kolkata,Banglore,750,1.0,10844,18,5,5,45,18,15
6077,SpiceJet,Kolkata,Banglore,150,0.0,3873,21,6,17,10,19,40
6078,IndiGo,Kolkata,Banglore,150,0.0,5224,9,6,15,15,17,45
6079,Jet Airways,Kolkata,Banglore,1170,1.0,10844,15,5,16,30,12,0
6080,IndiGo,Kolkata,Banglore,170,0.0,4778,3,3,5,30,8,20
6081,Jet Airways,Delhi,Cochin,1320,1.0,16289,9,3,20,50,18,50
6082,Air India,Delhi,Cochin,170,0.0,5674,18,3,5,10,8,0
6083,Air India,Mumbai,Hyderabad,1795,2.0,12854,12,3,6,0,11,55
6084,Air India,Banglore,New Delhi,785,1.0,8425,9,3,22,0,11,5
6085,Jet Airways,Delhi,Cochin,2240,2.0,9328,21,3,5,30,18,50
6086,Multiple carriers,Delhi,Cochin,795,1.0,17057,3,3,2,15,15,30
6087,Jet Airways,Banglore,Delhi,180,0.0,7229,3,5,19,50,22,50
6088,IndiGo,Delhi,Cochin,570,1.0,14871,3,3,11,30,21,0
6089,Jet Airways,Delhi,Cochin,1845,2.0,14300,27,6,12,15,19,0
6090,Jet Airways,Kolkata,Banglore,730,1.0,8529,12,6,21,10,9,20
6091,Multiple carriers,Delhi,Cochin,845,1.0,10877,9,6,4,55,19,0
6092,IndiGo,Kolkata,Banglore,280,1.0,5386,21,5,17,35,22,15
6093,Multiple carriers,Delhi,Cochin,485,1.0,11622,27,3,10,45,18,50
6094,Multiple carriers,Delhi,Cochin,910,1.0,10197,27,5,3,50,19,0
6095,Air Asia,Delhi,Cochin,345,1.0,8028,21,5,16,45,22,30
6096,IndiGo,Mumbai,Hyderabad,90,0.0,2754,1,6,12,0,13,30
6097,Air India,Banglore,New Delhi,790,1.0,6781,3,3,8,15,21,25
6098,SpiceJet,Kolkata,Banglore,150,0.0,3841,21,5,17,10,19,40
6099,Multiple carriers,Delhi,Cochin,535,1.0,8266,6,6,10,20,19,15
6100,IndiGo,Banglore,New Delhi,175,0.0,6144,24,3,7,10,10,5
6101,Jet Airways,Banglore,Delhi,175,0.0,4544,24,4,11,10,14,5
6102,Jet Airways,Delhi,Cochin,425,2.0,14441,3,6,5,30,12,35
6103,Air India,Mumbai,Hyderabad,80,0.0,3100,12,6,21,5,22,25
6104,Jet Airways,Kolkata,Banglore,1080,1.0,13067,18,5,20,25,14,25
6105,Jet Airways,Kolkata,Banglore,1720,1.0,8529,12,6,18,55,23,35
6106,IndiGo,Delhi,Cochin,455,1.0,6442,15,5,8,35,16,10
6107,Multiple carriers,Delhi,Cochin,640,1.0,6480,27,6,10,20,21,0
6108,Air India,Banglore,New Delhi,1490,1.0,11003,3,3,10,30,11,20
6109,Vistara,Banglore,Delhi,170,0.0,4668,12,6,21,0,23,50
6110,Jet Airways,Kolkata,Banglore,1330,1.0,13941,9,5,6,30,4,40
6111,Vistara,Kolkata,Banglore,700,1.0,8820,12,5,7,10,18,50
6112,Air India,Delhi,Cochin,315,1.0,9064,9,3,17,45,23,0
6113,Jet Airways,Kolkata,Banglore,685,1.0,10844,6,6,8,25,19,50
6114,Jet Airways,Delhi,Cochin,810,2.0,15129,18,5,5,30,19,0
6115,Multiple carriers,Delhi,Cochin,540,1.0,6513,9,5,7,10,16,10
6116,Jet Airways,Kolkata,Banglore,395,1.0,14676,9,6,17,0,23,35
6117,IndiGo,Banglore,Delhi,175,0.0,4823,18,5,7,10,10,5
6118,IndiGo,Kolkata,Banglore,150,0.0,4174,12,4,15,15,17,45
6119,Jet Airways,Delhi,Cochin,750,2.0,19172,9,3,15,55,4,25
6120,SpiceJet,Banglore,Delhi,160,0.0,4423,12,4,5,55,8,35
6121,SpiceJet,Kolkata,Banglore,155,0.0,3873,12,6,6,55,9,30
6122,IndiGo,Delhi,Cochin,345,1.0,7189,3,6,21,50,3,35
6123,Jet Airways,Kolkata,Banglore,1330,1.0,13731,6,6,6,30,4,40
6124,Jet Airways,Kolkata,Banglore,1520,1.0,14151,12,5,9,35,10,55
6125,Air India,Chennai,Kolkata,135,0.0,4667,21,5,11,40,13,55
6126,Jet Airways,Delhi,Cochin,1995,2.0,8834,21,3,19,10,4,25
6127,Jet Airways,Kolkata,Banglore,1365,1.0,11467,1,5,20,25,19,10
6128,Vistara,Mumbai,Hyderabad,480,1.0,12395,6,3,8,45,16,45
6129,Multiple carriers,Delhi,Cochin,460,1.0,7858,21,5,17,15,0,55
6130,IndiGo,Kolkata,Banglore,155,0.0,4804,24,5,20,20,22,55
6131,Jet Airways,Kolkata,Banglore,800,1.0,13469,9,6,20,25,9,45
6132,IndiGo,Delhi,Cochin,185,0.0,7673,6,3,14,30,17,35
6133,Jet Airways,Kolkata,Banglore,1500,1.0,14151,9,6,17,0,18,0
6134,Jet Airways,Delhi,Cochin,1295,1.0,10262,24,6,15,0,12,35
6135,Jet Airways,Delhi,Cochin,1615,2.0,13014,24,6,9,40,12,35
6136,Jet Airways,Delhi,Cochin,360,1.0,12373,9,5,13,0,19,0
6137,Jet Airways,Delhi,Cochin,540,1.0,11399,18,5,10,0,19,0
6138,SpiceJet,Banglore,Delhi,170,0.0,3971,6,5,9,30,12,20
6139,Multiple carriers,Delhi,Cochin,900,1.0,6007,27,6,6,0,21,0
6140,Air India,Banglore,New Delhi,745,1.0,6383,15,3,10,30,22,55
6141,IndiGo,Banglore,Delhi,170,0.0,5740,12,5,8,30,11,20
6142,SpiceJet,Mumbai,Hyderabad,90,0.0,1965,15,6,13,15,14,45
6143,Multiple carriers,Delhi,Cochin,850,2.0,5935,21,3,7,10,21,20
6144,IndiGo,Kolkata,Banglore,165,0.0,4174,6,4,9,35,12,20
6145,IndiGo,Delhi,Cochin,515,1.0,7738,21,3,4,45,13,20
6146,Air India,Delhi,Cochin,1275,2.0,10441,24,5,22,0,19,15
6147,Air India,Mumbai,Hyderabad,80,0.0,3100,15,3,21,5,22,25
6148,Jet Airways,Delhi,Cochin,1530,1.0,14714,6,6,17,30,19,0
6149,Vistara,Kolkata,Banglore,1550,1.0,9135,9,6,17,0,18,50
6150,Air India,Kolkata,Banglore,1540,1.0,7893,1,4,16,50,18,30
6151,Jet Airways,Kolkata,Banglore,395,1.0,12121,6,5,17,0,23,35
6152,Air India,Delhi,Cochin,180,0.0,6094,9,6,14,10,17,10
6153,IndiGo,Banglore,Delhi,170,0.0,4423,9,6,10,10,13,0
6154,Jet Airways,Banglore,New Delhi,665,1.0,7832,21,3,20,35,7,40
6155,Vistara,Banglore,Delhi,170,0.0,5403,3,4,11,30,14,20
6156,SpiceJet,Kolkata,Banglore,145,0.0,3841,1,4,9,0,11,25
6157,Jet Airways,Delhi,Cochin,1060,2.0,11093,21,3,10,45,4,25
6158,Jet Airways,Banglore,Delhi,180,0.0,7229,24,4,19,50,22,50
6159,IndiGo,Banglore,Delhi,180,0.0,4823,27,5,16,55,19,55
6160,Jet Airways,Kolkata,Banglore,575,1.0,11467,1,5,9,35,19,10
6161,IndiGo,Kolkata,Banglore,330,1.0,6111,1,5,7,10,12,40
6162,Jet Airways,Kolkata,Banglore,1075,1.0,8066,9,5,17,0,10,55
6163,IndiGo,Delhi,Cochin,975,1.0,7258,27,3,4,45,21,0
6164,Air India,Delhi,Cochin,170,0.0,4729,27,3,5,10,8,0
6165,Multiple carriers,Delhi,Cochin,580,1.0,15135,6,3,9,10,18,50
6166,Air India,Kolkata,Banglore,955,2.0,12718,24,5,9,25,1,20
6167,Jet Airways,Mumbai,Hyderabad,85,0.0,5678,18,6,2,55,4,20
6168,IndiGo,Delhi,Cochin,320,1.0,5298,24,6,6,50,12,10
6169,Jet Airways,Banglore,New Delhi,785,1.0,14815,6,3,11,40,0,45
6170,Jet Airways,Delhi,Cochin,1375,2.0,13014,24,6,5,30,4,25
6171,SpiceJet,Kolkata,Banglore,145,0.0,4491,18,5,9,0,11,25
6172,Multiple carriers,Delhi,Cochin,510,1.0,11421,27,3,10,20,18,50
6173,Jet Airways,Banglore,New Delhi,1420,1.0,12284,18,3,8,0,7,40
6174,Jet Airways,Banglore,Delhi,165,0.0,7229,12,5,6,0,8,45
6175,IndiGo,Banglore,Delhi,175,0.0,4823,15,4,7,10,10,5
6176,Jet Airways,Delhi,Cochin,450,1.0,12898,27,6,20,55,4,25
6177,Multiple carriers,Delhi,Cochin,835,1.0,13587,27,6,7,5,21,0
6178,Jet Airways,Delhi,Cochin,1165,1.0,12373,18,5,9,0,4,25
6179,Multiple carriers,Delhi,Cochin,910,1.0,5999,21,3,7,10,22,20
6180,Air India,Kolkata,Banglore,610,2.0,10907,18,5,8,20,18,30
6181,Jet Airways,Kolkata,Banglore,690,1.0,14151,6,6,9,35,21,5
6182,IndiGo,Banglore,Delhi,170,0.0,4591,12,5,23,30,2,20
6183,Jet Airways,Banglore,New Delhi,375,1.0,19225,6,3,14,5,20,20
6184,Jet Airways,Kolkata,Banglore,1315,1.0,9663,6,5,14,5,12,0
6185,Jet Airways,Kolkata,Banglore,705,1.0,10844,1,5,6,30,18,15
6186,Multiple carriers,Delhi,Cochin,480,1.0,13727,9,5,13,0,21,0
6187,Jet Airways,Kolkata,Banglore,690,1.0,14151,18,5,9,35,21,5
6188,Jet Airways,Delhi,Cochin,1100,1.0,10262,27,6,18,15,12,35
6189,SpiceJet,Kolkata,Banglore,145,0.0,3873,12,6,9,0,11,25
6190,Jet Airways,Delhi,Cochin,535,2.0,13014,24,6,19,30,4,25
6191,Air India,Kolkata,Banglore,150,0.0,5510,21,6,14,15,16,45
6192,Jet Airways,Delhi,Cochin,1060,2.0,17282,9,3,10,45,4,25
6193,Multiple carriers,Delhi,Cochin,695,2.0,6653,27,3,9,45,21,20
6194,IndiGo,Delhi,Cochin,315,1.0,12214,3,3,9,55,15,10
6195,Air India,Mumbai,Hyderabad,90,0.0,3625,1,5,13,55,15,25
6196,IndiGo,Banglore,New Delhi,180,0.0,6860,3,3,8,30,11,30
6197,GoAir,Delhi,Cochin,540,1.0,3876,24,6,10,35,19,35
6198,Vistara,Banglore,Delhi,165,0.0,5613,27,4,19,30,22,15
6199,Air India,Delhi,Cochin,1545,2.0,8971,27,3,5,55,7,40
6200,Jet Airways,Banglore,Delhi,180,0.0,4030,21,5,19,50,22,50
6201,IndiGo,Delhi,Cochin,635,1.0,8075,27,3,15,0,1,35
6202,Multiple carriers,Delhi,Cochin,900,1.0,7005,15,6,6,0,21,0
6203,IndiGo,Kolkata,Banglore,165,0.0,4778,6,3,22,10,0,55
6204,Vistara,Chennai,Kolkata,135,0.0,3687,9,5,7,5,9,20
6205,Jet Airways,Delhi,Cochin,1015,1.0,10262,9,6,11,30,4,25
6206,Air India,Delhi,Cochin,1545,2.0,15113,3,3,5,55,7,40
6207,IndiGo,Delhi,Cochin,895,1.0,6979,6,5,10,35,1,30
6208,Multiple carriers,Delhi,Cochin,545,1.0,6717,21,3,7,5,16,10
6209,Jet Airways,Banglore,New Delhi,845,1.0,16736,6,3,8,55,23,0
6210,Air India,Banglore,New Delhi,480,1.0,7192,15,3,11,50,19,50
6211,IndiGo,Kolkata,Banglore,250,1.0,4226,15,4,6,20,10,30
6212,Multiple carriers,Delhi,Cochin,630,1.0,9627,21,5,8,30,19,0
6213,Jet Airways,Delhi,Cochin,1005,1.0,4757,3,4,2,15,19,0
6214,Jet Airways,Kolkata,Banglore,510,1.0,14571,24,5,14,5,22,35
6215,Air Asia,Kolkata,Banglore,220,1.0,5162,1,4,6,50,10,30
6216,Jet Airways,Kolkata,Banglore,1430,1.0,10844,18,5,16,30,16,20
6217,SpiceJet,Kolkata,Banglore,150,0.0,3815,21,3,9,0,11,30
6218,Jet Airways,Banglore,New Delhi,1310,1.0,17261,6,3,11,40,9,30
6219,Jet Airways,Banglore,New Delhi,615,1.0,16736,6,3,21,25,7,40
6220,SpiceJet,Kolkata,Banglore,145,0.0,3841,21,6,9,0,11,25
6221,Jet Airways,Kolkata,Banglore,400,1.0,10844,24,5,14,5,20,45
6222,IndiGo,Delhi,Cochin,615,1.0,6838,21,3,10,45,21,0
6223,Air India,Kolkata,Banglore,1515,1.0,6612,12,5,12,0,13,15
6224,Air India,Banglore,New Delhi,170,0.0,8851,9,3,13,20,16,10
6225,Vistara,Mumbai,Hyderabad,670,1.0,12395,6,3,8,45,19,55
6226,Air Asia,Banglore,Delhi,170,0.0,4282,24,6,4,55,7,45
6227,Jet Airways,Kolkata,Banglore,800,1.0,14781,21,5,20,0,9,20
6228,Multiple carriers,Delhi,Cochin,765,1.0,9646,12,6,9,45,22,30
6229,IndiGo,Delhi,Cochin,630,1.0,6628,27,5,15,0,1,30
6230,Vistara,Banglore,Delhi,160,0.0,4668,18,6,7,0,9,40
6231,Multiple carriers,Delhi,Cochin,455,1.0,16863,6,3,18,0,1,35
6232,Multiple carriers,Delhi,Cochin,720,1.0,12192,9,6,7,0,19,0
6233,Jet Airways,Delhi,Cochin,1570,1.0,12719,21,3,2,15,4,25
6234,Jet Airways,Delhi,Cochin,885,1.0,12898,21,5,21,50,12,35
6235,Jet Airways,Delhi,Cochin,1395,1.0,10262,3,6,19,45,19,0
6236,SpiceJet,Kolkata,Banglore,330,1.0,7804,24,5,15,55,21,25
6237,IndiGo,Kolkata,Banglore,155,0.0,4174,18,4,4,40,7,15
6238,IndiGo,Mumbai,Hyderabad,95,0.0,2227,27,6,20,5,21,40
6239,Jet Airways,Banglore,New Delhi,610,1.0,11087,18,3,22,50,9,0
6240,Multiple carriers,Delhi,Cochin,650,1.0,11667,21,3,8,0,18,50
6241,Air India,Delhi,Cochin,185,0.0,7931,6,3,18,5,21,10
6242,IndiGo,Chennai,Kolkata,140,0.0,5277,12,6,22,5,0,25
6243,Jet Airways,Kolkata,Banglore,705,1.0,13626,12,6,6,30,18,15
6244,Jet Airways,Delhi,Cochin,610,1.0,12373,18,5,18,15,4,25
6245,Jet Airways,Kolkata,Banglore,700,1.0,10031,24,3,6,30,18,10
6246,Jet Airways,Kolkata,Banglore,1695,1.0,10844,12,5,16,30,20,45
6247,GoAir,Delhi,Cochin,540,1.0,6591,9,5,10,35,19,35
6248,Jet Airways,Delhi,Cochin,1485,1.0,5406,1,4,18,15,19,0
6249,Jet Airways,Kolkata,Banglore,1150,1.0,10844,15,5,21,10,16,20
6250,SpiceJet,Mumbai,Hyderabad,90,0.0,2017,27,5,22,45,0,15
6251,Jet Airways,Delhi,Cochin,1595,1.0,12373,9,5,10,0,12,35
6252,Air India,Delhi,Cochin,735,1.0,8669,6,6,7,0,19,15
6253,Air Asia,Delhi,Cochin,470,1.0,6151,27,3,7,55,15,45
6254,Multiple carriers,Delhi,Cochin,765,1.0,10348,18,5,9,45,22,30
6255,Jet Airways,Banglore,New Delhi,160,0.0,8016,24,3,19,55,22,35
6256,IndiGo,Banglore,Delhi,170,0.0,4823,12,6,8,30,11,20
6257,Air India,Kolkata,Banglore,150,0.0,5510,21,5,14,15,16,45
6258,Air India,Mumbai,Hyderabad,80,0.0,3100,18,3,6,20,7,40
6259,Jet Airways,Delhi,Cochin,1485,1.0,10262,27,6,18,15,19,0
6260,Jet Airways,Delhi,Cochin,450,1.0,14714,1,6,11,30,19,0
6261,Jet Airways,Delhi,Cochin,540,1.0,10262,15,6,10,0,19,0
6262,Air India,Banglore,Delhi,170,0.0,6961,18,6,17,0,19,50
6263,IndiGo,Delhi,Cochin,480,1.0,6206,27,5,17,30,1,30
6264,Air India,Banglore,New Delhi,880,2.0,7904,15,3,8,15,22,55
6265,Jet Airways,Delhi,Cochin,1045,2.0,12819,27,6,19,10,12,35
6266,Jet Airways,Delhi,Cochin,885,1.0,10262,15,6,21,50,12,35
6267,IndiGo,Banglore,Delhi,165,0.0,4591,21,4,1,30,4,15
6268,Jet Airways,Delhi,Cochin,1615,2.0,10368,24,6,9,40,12,35
6269,Multiple carriers,Delhi,Cochin,730,1.0,11142,9,5,7,5,19,15
6270,Air India,Delhi,Cochin,170,0.0,4729,6,4,5,10,8,0
6271,Multiple carriers,Delhi,Cochin,750,1.0,9424,9,5,13,0,1,30
6272,Multiple carriers,Delhi,Cochin,390,1.0,15136,6,3,9,0,15,30
6273,Air India,Delhi,Cochin,865,2.0,12199,18,5,17,15,7,40
6274,Jet Airways,Delhi,Cochin,1015,1.0,10262,12,6,11,30,4,25
6275,IndiGo,Delhi,Cochin,195,0.0,4729,3,4,14,20,17,35
6276,SpiceJet,Kolkata,Banglore,150,0.0,3841,9,6,17,10,19,40
6277,Jet Airways,Kolkata,Banglore,865,1.0,14388,18,5,18,55,9,20
6278,IndiGo,Mumbai,Hyderabad,90,0.0,2754,27,6,2,35,4,5
6279,Air India,Banglore,New Delhi,1545,2.0,12358,3,3,8,50,10,35
6280,Air India,Kolkata,Banglore,1170,2.0,6117,15,5,9,10,4,40
6281,Jet Airways,Delhi,Cochin,1375,2.0,15129,24,5,5,30,4,25
6282,Jet Airways,Kolkata,Banglore,665,1.0,14388,15,5,21,10,8,15
6283,Air India,Delhi,Cochin,1255,1.0,7480,24,6,12,30,9,25
6284,Multiple carriers,Delhi,Cochin,395,1.0,10791,27,6,6,0,12,35
6285,Jet Airways,Delhi,Cochin,1280,1.0,12452,27,3,7,5,4,25
6286,IndiGo,Kolkata,Banglore,235,1.0,4226,21,5,19,55,23,50
6287,Vistara,Banglore,Delhi,170,0.0,5403,15,4,21,0,23,50
6288,Multiple carriers,Delhi,Cochin,765,1.0,9646,1,6,9,45,22,30
6289,Air Asia,Banglore,Delhi,170,0.0,4282,3,6,4,55,7,45
6290,Multiple carriers,Delhi,Cochin,395,1.0,7845,27,3,8,55,15,30
6291,IndiGo,Chennai,Kolkata,140,0.0,3384,21,3,19,35,21,55
6292,IndiGo,Banglore,Delhi,175,0.0,4823,6,5,18,55,21,50
6293,IndiGo,Chennai,Kolkata,140,0.0,3597,15,6,19,35,21,55
6294,Multiple carriers,Delhi,Cochin,720,1.0,13587,15,6,9,0,21,0
6295,Air Asia,Delhi,Cochin,865,1.0,13474,3,3,16,45,7,10
6296,IndiGo,Chennai,Kolkata,135,0.0,3384,21,3,13,20,15,35
6297,Jet Airways,Delhi,Cochin,810,2.0,15129,27,5,5,30,19,0
6298,Jet Airways,Kolkata,Banglore,1545,1.0,8586,21,5,6,30,8,15
6299,IndiGo,Banglore,Delhi,170,0.0,4591,9,6,23,30,2,20
6300,Jet Airways,Delhi,Cochin,1490,2.0,13882,27,6,11,45,12,35
6301,Multiple carriers,Delhi,Cochin,755,1.0,18286,3,3,13,0,1,35
6302,Air Asia,Kolkata,Banglore,710,1.0,5192,15,5,7,35,19,25
6303,Jet Airways,Delhi,Cochin,1615,2.0,11118,27,6,9,40,12,35
6304,IndiGo,Delhi,Cochin,530,1.0,14871,3,3,6,40,15,30
6305,Air India,Kolkata,Banglore,1165,2.0,15107,24,5,10,0,5,25
